id,title,year,doi,venue,cited_by_count
ae697665c13dc4ea10b954ed8b7f3541f520c885,Multiband Permittivity Measurement Using Directional Coupler Based on Groove–Ridge-Gap Waveguide,2024,10.1109/TIM.2024.3384568,IEEE Transactions on Instrumentation and Measurement,1
e5ddd1bb11787b046e648655b02099b33cb3d1e7,High-Sensitivity and Wide-Range Antenna Sensor Based on EBG and SiO2 for Soil Water Content Monitoring,2023,10.1109/TIM.2023.3273653,IEEE Transactions on Instrumentation and Measurement,6
4480b5e70764d2f1bb3e7babaf8b6e7bbb14b039,A Multitarget Backdoor Attack Against Automatic Modulation Recognition for IoT Wireless Signals,2025,10.1109/JIOT.2025.3563204,IEEE Internet of Things Journal,0
be32a1c9ab29f5474f22ff68414ab0ccd8cd37b8,Efficient Fair Probabilistic Multi-armed Bandit for Real-Time Resource Allocation in Spectrum Sharing,2025,10.1109/DySPAN64764.2025.11115920,International Symposium on Dynamic Spectrum Access Networks,0
38c3bc1d9c69959ac03347dba7d3687c9e3c2da4,Modified Index Policies for Multi-Armed Bandits with Network-like Markovian Dependencies,2025,10.3390/network5010003,Network,0
0132644bd2aa00a2e3302cd23ccaa2ed2b93776a,Chiral Metasurface for Asymmetric Transmission and Polarization Conversion in Nonreciprocal Shielding,2025,10.1109/AMS63679.2025.10937800,Autonome Mobile Systeme,0
533f16a7196774e7dec955d31279341b29ca2d23,Spatio-Temporal Distribution of Visibility over Nigeria Using Kernel Density Estimation Techniques for Fog-Induced Attenuation,2025,10.3390/telecom6030062,Telecom,0
e960cc24b29381c2cc3dff09e6799dc00f19c86c,Smart Prompting Device for Health and Monitoring System Using Cloud Integration,2025,10.1109/ICDSNS65743.2025.11168757,2025 3rd International Conference on Data Science and Network Security (ICDSNS),0
25f7c5077eab545565da23607e67878a391b7a66,DARVFL-LSTM: a time series prediction model integrating dynamic regularization and attention mechanism,2025,10.1007/s11227-025-07360-1,Journal of Supercomputing,0
1014cfef11393d93831da0ab52fc039c55bcc9f6,ESHA-256_GBGO: a high-performance and optimized security framework for internet of medical thing,2025,10.1038/s41598-025-94345-y,Scientific Reports,1
b33ef854c3bca18374c8fd034f5b00d8faf39fca,Fingerprinting chipless RFID with a MIMO system for tag authentication in Internet of Things,2025,10.1016/j.iot.2025.101542,Internet of Things,0
c7e971787f125e6b6516ba3bdec34fc6a44d317d,"Internet of Things in Healthcare Research: Trends, Innovations, Security Considerations, Challenges and Future Strategy",2025,10.1155/int/8546245,International Journal of Intelligent Systems,2
c69ac75bc537cf09108aec7b802a9f82be31b7d1,Transfer learning framework integrating attention mechanism and domain adaptation for Low Earth Orbit satellite network traffic prediction,2025,10.1016/j.engappai.2025.111992,Engineering applications of artificial intelligence,0
552297532e8d8729520043b1cfccdff5a19fd93a,Multiview Spatiotemporal Dynamic Graph Convolution Network for Traffic Flow Prediction,2025,10.1109/JIOT.2025.3580788,IEEE Internet of Things Journal,0
f94992433ccb95ca26a43011ec02c9998c851412,Federated Learning Aided LEO Satellite Communications: A Distributed Beamforming Approach,2025,10.1109/JIOT.2025.3573222,IEEE Internet of Things Journal,0
f1b1c262de72f0cbeb7bf639112a50b01f63bb4e,Autonomous Traffic Prediction for LEO Satellite-Based IoT Based on Satellite Spatiotemporal Features Mapping,2025,10.1109/JIOT.2025.3562631,IEEE Internet of Things Journal,1
2b1231c0e430c85d651bf666d5af3bd0b72e61bc,Bundle Transmission Control in Multi-Source Delay/Disruption Tolerant Near-Earth Satellite Networks for Improved Delivery Ratio,2025,10.1109/VTC2025-Spring65109.2025.11174745,2025 IEEE 101st Vehicular Technology Conference (VTC2025-Spring),0
0173809c47b4e7108ef4d7d8e83c7be6133ff37b,Network Resource Allocation Method Based on Awareness–Prediction Joint Compensation for Low-Earth-Orbit Satellite Networks,2025,10.3390/app15105665,Applied Sciences,0
28c751c4df4c21fb549a472d533ded60fe1f3119,Prediction-Based Link Selection With Machine Learning in HAP-Assisted FSO Networks,2025,10.1109/LWC.2025.3530481,IEEE Wireless Communications Letters,3
632177922c143fcbf1afb7806de147d58706cbe4,ALANINE: A Novel Decentralized Personalized Federated Learning for Heterogeneous LEO Satellite Constellation,2024,10.48550/arXiv.2411.07752,IEEE Transactions on Mobile Computing,2
04138740b24c24732301abdae8ba131a0e0705f5,Overcoming Data Limitations in Internet Traffic Forecasting: LSTM Models with Transfer Learning and Wavelet Augmentation,2024,10.48550/arXiv.2409.13181,Computer Communications,0
f1d8af6e118cd63f1ca79e731f7c14e7f4f4e6d3,"A Highly Efficient, Scalable, Tetra-Band Metamaterial-Based Ambient RF Energy Harvester",2025,10.1109/TMTT.2025.3555848,IEEE transactions on microwave theory and techniques,1
ee40b321d5bec0251a60a92ac812fb88850b5531,Secrecy analysis of orthogonal/nonorthogonal multiple access in energy scavenging-enabled short-packet transmission,2025,10.1016/j.comcom.2025.108214,Computer Communications,1
6ae1eb7543c86bd242903c504ebd2aea3d40f65b,A Novel High Suppression Multilayer Frequency‐Selective Surface Based on Hexagonal Grids,2025,10.1049/mia2.70037,"IET Microwaves, Antennas &amp; Propagation",0
7cec9101909e90a25cfbbc58da633d2f9438d150,Integration of Frequency-Selective Surfaces as Smart Skins in Building Envelopes and Divisions: Insulation and Energy Issues,2024,10.3390/world5040062,World,0
25a8a5e6fb0285b5fc47926ecb9a8ad3403b283b,Compact Circularly Polarized Microstrip Antenna with Harmonic Suppression for Enhanced Ambient RF Energy Harvesting,2024,10.1109/TENCON61640.2024.10903108,IEEE Region 10 Conference,0
2f9ee8fe80c5c12a4707137f8a4a63e38ec2780c,Battery-free flexible wireless temperature sensing for food storage,2024,10.1016/j.flatc.2024.100709,FlatChem,4
be56bbd56eb4331ea134c78fb94a094cf6f30bf6,Effect of Realistic Imperfect Designs on NOMA-enabled MIMO Cognitive Radio Networks with Energy Harvesting,2024,10.1109/GTSD62346.2024.10674752,2024 7th International Conference on Green Technology and Sustainable Development (GTSD),0
6cca324dc611e9baed55df849050ac55f0958e15,Metasurface Energy Harvesters: State-of-the-Art Designs and Their Potential for Energy Sustainable Reconfigurable Intelligent Surfaces,2024,10.1109/ACCESS.2024.3467702,IEEE Access,10
ef7e620cd0f818c4022e9870330a923697f14878,A Dual-Passband Frequency Selective Surface with High Angular Stability and Polarization Insensitivity,2024,10.3390/mi15060690,Micromachines,1
d403ba37b3d6922a6701c988d597508c6855d5e1,Energy Management and Wake-up for IoT Networks Powered by Energy Harvesting,2025,10.48550/arXiv.2508.13825,arXiv.org,0
3716a4e7457c20b153f6beac57f90059a13e6c9e,Prediction of System Load in RF Signal Propagation Using Hyperparameter-Tuned Light Gradient Boosting Model,2025,10.1109/ICORT64008.2025.11115875,2025 4th International Conference on Range Technology (ICORT),0
0f450bdb9350bc7d25f3b4550a36278f29a14cd6,Low-frequency energy scavenging by a stacked tri-stable piezoelectric energy harvester,2024,10.1016/j.ijmecsci.2024.109546,International Journal of Mechanical Sciences,14
32bff3f46c11685ba5f75b8b81506029534da244,Three-Phase High Power Underwater Capacitive Wireless Power Transfer System for Autonomous Underwater Vehicles,2025,10.3390/jmse13050989,Journal of Marine Science and Engineering,0
f0767a52d8a4f223b6c0b9bcd17bebdf415f551f,Epsilon negative dynamic coded THz metamaterial beamformer for digital information encryption,2024,10.1038/s41598-024-78003-3,Scientific Reports,2
0539d6ebefde0905bcff1a4115590720b88164f1,A Deployment Strategy for UAV-Aided Data Collection in Unknown Environments,2024,10.1109/JSEN.2024.3423835,IEEE Sensors Journal,2
c263569f77660c06f0332c810cf576f08ee31309,Compatibility and Performance Improvement of the WPT Systems Based on Q-Learning Algorithm,2024,10.1109/TPEL.2024.3397804,IEEE transactions on power electronics,2
dec2d91ed4962fc1a7797fe97a7b3622ce046f2f,Software-Defined Programmable Metamaterial Lens System for Dynamic Wireless Power Transfer Applications,2024,10.1109/TAP.2024.3410643,IEEE Transactions on Antennas and Propagation,4
29b2b4a60f5ce1f2d23ca24ffec735cbc2340f9f,Capacitive Coupler Dimensions Optimization Using Deep Learning-Based Genetic Algorithm,2024,10.1109/ISIE54533.2024.10595825,International Symposium on Industrial Electronics,0
474d233e32347d0bc064cbd9aa88fa7357f5d173,Recent Results on the Use of Artificial Intelligence Techniques Applied to Wireless Power Transfer Systems,2025,10.1109/ACCESS.2025.3556235,IEEE Access,1
9bd428ada1a6ca3a7e0cf381231a301138bbf2b5,Computation-Offloading Optimization for Satellite Edge Computing via Diffusion and Lyapunov-Based Deep Reinforcement Learning,2025,10.1109/JIOT.2025.3584469,IEEE Internet of Things Journal,0
ae6946651a9386a1e09652bba902ab81257f0933,Generative AI Agent Empowered Multi-User Beamforming Design for HAP Downlink Communications,2025,10.1109/ICCC65529.2025.11148893,International Conference on Innovative Computing and Cloud Computing,0
df1e9d4638e60b8b5ee31167150343200d375c95,A Clustering-Aided Optimization Algorithm for Antenna Beamforming in Multicell HAPS Systems,2025,10.1109/JIOT.2025.3570163,IEEE Internet of Things Journal,1
a280c9d69e551014fb15734d5e60a628d03bfa8d,Interference Management with Nullforming and Resource Allocation for Coverage Expansion in Integrated HAPS–Terrestrial Networks,2025,10.1109/VTC2025-Spring65109.2025.11174937,2025 IEEE 101st Vehicular Technology Conference (VTC2025-Spring),1
c4127caed6912ab63621add194ac06c3f4d46942,Leveraging MAB for Efficient Neighbor Discovery with Directional Antennas in Wireless Networks,2025,10.1109/WCNC61545.2025.10978430,IEEE Wireless Communications and Networking Conference,0
ddd052e5fd3b844c1c1a92bc4e95311be43bd002,Secure Transmission for RIS-Assisted Downlink Hybrid FSO/RF SAGIN: Sum Secrecy Rate Maximization,2025,10.3390/drones9030198,Drones,2
373da1215c0e7f01ba40e00b16ecdb8634174254,Resilient Massive Access for SAGIN: A Deep Reinforcement Learning Approach,2025,10.1109/JSAC.2024.3460030,IEEE Journal on Selected Areas in Communications,1
f7de39b8dbe351714f9ef9b122198e2c38acdfaa,"Space-Air-Ground Integrated Wireless Networks for 6G: Basics, Key Technologies, and Future Trends",2024,10.1109/JSAC.2024.3492720,IEEE Journal on Selected Areas in Communications,42
85c6d2fc12724426d6c0af8faff8029160dad17c,Interference Suppression in HAPS-Based Space-Air-Ground Integrated Networks Using a Codebook-Based Approach,2024,10.1109/TVT.2024.3446999,IEEE Transactions on Vehicular Technology,6
25f1638c43009f757c67680f247d1688d5452779,Simultaneous Multiple Connections and Increased Frequency Efficiency Using Beam Squint Approach for IRS-Based Communication,2024,10.1109/TVT.2024.3424856,IEEE Transactions on Vehicular Technology,5
a839f67a4e98c1ff0f552104ba6f8ae5d7297b56,Implementation and Experimental Evaluation of Nullforming-Based Interference Reduction Scheme for HAPS-Terrestrial Spectrum Sharing,2024,10.1109/VTC2024-Fall63153.2024.10757685,2024 IEEE 100th Vehicular Technology Conference (VTC2024-Fall),3
9c159c5b489edb7a16c7764bf6915811839ee4d3,Equilibrium-Equation-Based Fast Recursive Principal Component Tracking With an Adaptive Forgetting Factor for Joint Spatial Division and Multiplexing Systems,2024,10.1109/TWC.2024.3396811,IEEE Transactions on Wireless Communications,0
c89032c99c59607c1e488056a3acc61b38c2e264,Coordinated Nullforming with Limited Control Parameters for Spectrum Sharing Between High-Altitude Platforms and Terrestrial Networks,2024,10.1109/VTC2024-Spring62846.2024.10683446,IEEE Vehicular Technology Conference,1
e38bc8510d4b72942406334b25b04e6b21e153a8,Traffic-Prediction-Based Dynamic Resource Control Strategy in HAPS-Mounted MEC-Assisted Satellite Communication Systems,2024,10.1109/JIOT.2023.3338741,IEEE Internet of Things Journal,3
3ba3ade00b1f68eb1bfa0f8bc880263b222b7b37,EFLSM:- An Intelligent Resource Manager for Fog Layer Service Management in Smart Cities,2024,10.1109/TCE.2024.3376961,IEEE transactions on consumer electronics,1
5c8de3feef8202905ade8a64677241bb2f1782b5,Enhancing Next-Generation Urban Connectivity: Is the Integrated HAPS-Terrestrial Network a Solution?,2023,10.1109/LCOMM.2024.3370698,IEEE Communications Letters,16
781a0ebdccc5de53ec36c1aaad52b11d90e463e0,Three-Stage Precoding Scheme Based on Nullforming and Subarray Partitioning for Aerial–Terrestrial Spectrum Sharing,2025,10.1109/ACCESS.2025.3554007,IEEE Access,0
1af6aaddbf1eb7480e1f09800553a3d7a8b07792,Joint Beamforming and User Association Design for Integrated HAPS-Terrestrial Networks,2023,10.48550/arXiv.2307.08202,arXiv.org,1
2fd76b50b0d03ce5ad67bf3090418e700651845c,A Wearable Platform for Real-Time Control of a Prosthetic Hand by High-Density EMG,2025,10.1101/2025.10.08.25337421,medRxiv,0
3d83330a5d91cf5109286222d595d4d87895bcd5,Decentralized queue control with delay shifting in edge-IoT using reinforcement learning,2025,10.1038/s41598-025-13983-4,Scientific Reports,0
a96efaa86fd0a6021daaaea755c078b1236b3ab0,Scalable and Adaptive Security Framework for the IoT-Edge-Cloud Continuum,2025,10.1109/CSR64739.2025.11130022,Computer Science Symposium in Russia,0
b39cedfdef838564c0cd9b9d54bb89abd66a1803,A DRL-Based Scheduler for FaaS in Smart Grids: Balancing URLLC Reliability - mMTC Connectivity,2025,10.1109/ICCCN65249.2025.11133760,International Conference on Computer Communications and Networks,0
1f6133e3dbb5ccf5c1ce934e0a1829502866c807,Federated learning for sustainable intrusion detection systems: A review of green computing strategies and future directions,2025,10.1016/j.iot.2025.101730,Internet of Things,0
df319f51c388d95f43154f80e30833b26b38b141,"Distributed Data Intelligence in the Edge-to-Cloud Continuum: a Survey of Architectures, Models, and Applications",2025,10.1109/ICDICI66477.2025.11135068,2025 6th International Conference on Data Intelligence and Cognitive Informatics (ICDICI),0
79527f3001494dc4173391b03cccc75513dc59c4,Edge-cloud cooperation driven surface roughness classification method for selective laser melting,2025,10.1016/j.aei.2025.103473,Advanced Engineering Informatics,0
19063abcaf5db273c763c1a63c9e5f680d83f9eb,Bridding OT and PaaS in Edge-to-Cloud Continuum,2025,10.48550/arXiv.2506.21072,arXiv.org,0
b0844b8341c0d0f0e506a19510f54aa1aeea9ad8,"Multi-Area, Multi-Service and Multi-Tier Edge-Cloud Continuum Planning",2025,10.3390/s25133949,Italian National Conference on Sensors,0
df358ee831c0c9a26c861d5d486c0914fe1ecac6,MAGNET: An optimized DevOps framework for efficient software integration and orchestration in the IoT-Edge-Cloud Continuum,2025,10.1109/EEITE65381.2025.11166038,2025 6th International Conference in Electronic Engineering & Information Technology (EEITE),0
ab4c0480784c9e6f79ef2658bddbf93f17b28c4a,A Survey on Software Defined Network-Enabled Edge Cloud Networks: Challenges and Future Research Directions,2025,10.3390/network5020016,Network,2
190cc9a2984b57207ad8144fdbb2871bc6223a10,"A Survey on Architectural Approaches for 6G Networks: Implementation Challenges, Current Trends, and Future Directions",2025,10.3390/telecom6020027,Telecom,1
fa5849f7de68165e1283b49cfd54e1e3aa38cde0,The Integration of IoT into Fintech: Enhancing Payment Systems and Security A Case of PayPal,2025,10.54254/2754-1169/2025.21861,"Advances in Economics, Management and Political Sciences",0
852bc331c79dba0944eb025e80375d90600e0a32,Multi-Partner Project: Orchestrating Deployment and Real-Time Monitoring - NEPHELE Multi-Cloud Ecosystem,2025,10.23919/DATE64628.2025.10993012,"Design, Automation and Test in Europe",0
24fc9ad3c07d2807fbc966412c8794044a1f1123,ICOS: An Intelligent MetaOS for the Continuum,2025,10.1145/3721889.3721929,MECC@EuroSys,1
07afafeaa3c0b3a1e2c72295c4c5a35d8419868c,Federation of distributed domains in the Cloud-Edge-IoT Continuum,2025,10.1145/3721889.3721923,MECC@EuroSys,0
7ab3894fc9375dbee9b0c1662f338ef65f494d9a,Radon: a Programming Model and Platform for Computing Continuum Systems,2025,10.48550/arXiv.2503.15199,arXiv.org,1
4f5823ce58534fdcb4cbec1f08f22728b9898ecc,A Petri Net-based framework for modeling and simulation of resource scheduling policies in Edge Cloud Continuum,2025,10.1016/j.simpat.2025.103098,Simulation modelling practice and theory,4
eb498c95bb434cf6ffb352e700a5d9733e244731,"A comprehensive survey of Network Digital Twin architecture, capabilities, challenges, and requirements for Edge-Cloud Continuum",2025,10.1016/j.comcom.2025.108144,Computer Communications,2
0536da52db73ba9fc1f81d2b2a051c9e521b9c24,Heterogeneity-Aware Offloading for the IoT-Edge-Cloud Continuum,2025,10.1109/LASCAS64004.2025.10966362,Latin American Symposium on Circuits and Systems,0
e342dcfb63a890c83592914836524e15729444b0,An efficient function placement approach in serverless edge computing,2025,10.1007/s00607-025-01438-7,Computing,0
1ac124b46c759344807c1ac27cfbdd18b36cbacd,A novel task offloading model for IoT: enhancing resource utilization with actor-critic-based reinforcement learning,2025,10.1007/s12145-025-01773-5,Earth Science Informatics,1
44b47e4e0bd22d2bbbe023c2c857cf2f3518593b,The Kubernetes variability model: Synthesizing variability from the K8s API Documentation: A case study,2025,10.1145/3715340.3715440,International Workshop on Variability Modelling of Software-Intensive Systems,4
16d7fed207d54d870d62395e8be1339ae92cf8f0,A Multidimensional Elasticity Framework for Adaptive Data Analytics Management in the Computing Continuum,2025,10.1109/ICC52391.2025.11161512,ICC 2025 - IEEE International Conference on Communications,2
f35e065cddf12ff7d59512690c3a9322edde5ed8,Analysis and Evaluation of Intel Software Guard Extension-Based Trusted Execution Environment Usage in Edge Intelligence and Internet of Things Scenarios,2025,10.3390/fi17010032,Future Internet,2
5f6f18245747bb7d5db1bc9a11750d74474f8c28,Comparative Study on Conventional Systems and IoT-Edge Based Systems in Healthcare,2025,10.1109/ICAIHC64101.2025.10957026,2025 International Conference on Ambient Intelligence in Health Care (ICAIHC),0
92a3fa6a599a74513b0892179229e5809116f17f,Towards a Distributed Data Mesh Model for the IoT-Edge-Cloud Continuum in Smart Cities,2024,10.1109/SEC62691.2024.00041,IFIP International Information Security Conference,0
7ad024a82adfe4bf31b2069dde605ed005eeae3a,Optimizing LoRa for Edge Computing with TinyML Pipeline for Channel Hopping,2024,10.48550/arXiv.2412.01609,arXiv.org,0
73a8e6946ac201f85bc1128ed00fb36bf4a08a9f,Flexible Hyper-Distributed IoT-Edge-Cloud Platform for Real-Time Digital Twin Applications on 6G-Intended Testbeds for Logistics and Industry,2024,10.3390/fi16110431,Future Internet,9
99ccb1b462ca40cb01408d7634977d0c22281ec7,Cloud-Edge Continuum Infrastructure for Reconfigurable Multi-Accelerator Systems,2024,10.1109/DCIS62603.2024.10769198,Conference on Design of Circuits and Integrated Systems,0
684f9b2ece1e0e11e7e8ba78a7ab8f7d274a3fdd,Overview of Current Challenges in Multi-Architecture Software Engineering and a Vision for the Future,2024,10.48550/arXiv.2410.20984,Journées Bases de Données Avancées,0
fd9333a2a6158b6655e020f33465415edd8a10a6,PDPPnet: Prioritized Delay-aware and Peer-to-Peer Task Offloading in Cloud-Edge Continuum with Double Dueling Deep Q-Networks,2024,10.1109/CAMAD62243.2024.10943043,IEEE International Workshop on Computer Aided Modeling and Design of Communication Links and Networks,0
7038c53724336760678f3b9ce32133ae0c18a31a,Automated End-To-End AI/ML Lifecycles for Radio Management in 6G Networks,2024,10.1109/FNWF63303.2024.11028818,2024 IEEE Future Networks World Forum (FNWF),0
377f6f2e526a9fbbab58a45bc0c761876efee23a,IoT Continuum for Energy Management,2024,10.1109/ICAI63388.2024.10851657,International Conference on Applied Informatics,0
89750696a5b563ed48c5e5e31c25611b6718a775,VECA: Reliable and Confidential Resource Clustering for Volunteer Edge-Cloud Computing,2024,10.1109/IC2E61754.2024.00024,2024 IEEE International Conference on Cloud Engineering (IC2E),1
019d7e51be7244af2fdadf334e2943390b3d256c,Towards Smart Microfarming in an Urban Computing Continuum,2024,10.1109/LATINCOM62985.2024.10770673,IEEE Latin-American Conference on Communications,2
68b264e2b26e816c415992880b0529f21c8122f0,"Presenting the COGNIFOG Framework: Architecture, Building Blocks and Road toward Cognitive Connectivity",2024,10.3390/s24165283,Italian National Conference on Sensors,3
2f4c9765486afd38020621cefce4696e54bbc333,Immutability and non-repudiation in the exchange of key messages within the EU IoT-Edge-Cloud Continuum,2024,10.1145/3664476.3669918,ARES,1
296c48a6b8794c04141490b8a460b19112ec8957,Digital Computing Continuum Abstraction for Neuromorphic Systems,2024,10.1109/ICONS62911.2024.00033,International Conference on Systems,0
6ee2ab7e52a8db8ac9ea333d8992cf28b90ef404,Conceptualising a Benchmarking Platform for Embedded Devices,2024,10.23919/SpliTech61897.2024.10612407,2024 9th International Conference on Smart and Sustainable Technologies (SpliTech),0
09d639e517c1759c3dde1b0e8d3554b20c0cb0fe,ENACT - A Framework for Adaptive Scheduling and Deployments of Data Intensive Workloads on Energy Efficient Edge to Cloud Continuum,2024,10.1109/ICE/ITMC61926.2024.10794207,"International Conference on Engineering, Technology and Innovation",2
afa89e9588900a514c4ac0cc804047b56053f130,Exploring and mitigating hybrid rank attack in RPL-based IoT networks,2024,10.2478/jee-2024-0025,Journal of Electrical Engineering,1
ec683de114ea87a99a830a575e3f49bff85b22b3,A Survey on AI-Empowered Softwarized Industrial IoT Networks,2024,10.3390/electronics13101979,Electronics,5
6831d773130d9900f9269b153000be4ef2146167,Benchmarking Performance of Various MQTT Broker Implementations in a Compute Continuum,2024,10.1109/CCGrid59990.2024.00048,"IEEE/ACM International Symposium on Cluster, Cloud and Internet Computing",0
bc2de8cba85d803ef8dc1c9963c26ea99c3af634,A Cross-Architecture Evaluation of WebAssembly in the Cloud-Edge Continuum,2024,10.1109/CCGrid59990.2024.00046,"IEEE/ACM International Symposium on Cluster, Cloud and Internet Computing",5
5b773954717439886596b2a445ed5da8f7967b9a,Deep Reinforcement Learning for Smart Home Temperature Comfort in IoT-Edge Computing Systems,2024,10.1145/3642975.3678961,MECC@EuroSys,2
aeb9e5d34b4549a10198e68171a7d5033befb1b4,Distributed Learning in the IoT-Edge-Cloud Continuum,2024,10.3390/make6010015,Machine Learning and Knowledge Extraction,16
3cd09913c7afebc54316929dcdec168e809c0a9a,Towards AI-enabled Cloud Continuum for IIoT: Challenges and Opportunities,2024,10.1109/ACDSA59508.2024.10467357,"2024 International Conference on Artificial Intelligence, Computer, Data Sciences and Applications (ACDSA)",6
262a13ab930a0ff1f3040e7902a8d26daef04173,Swarm Intelligence-Based Algorithm for Workload Placement in Edge-Fog-Cloud Continuum,2025,10.5220/0013140800003890,International Conference on Agents and Artificial Intelligence,1
3e60fdf760a726f654034ec8a7490aa900063728,Performance and Usability Implications of Multiplatform and WebAssembly Containers,2025,10.5220/0013203200003950,International Conference on Cloud Computing and Services Science,1
e32622c71d87b68e4f9ffa3d633c277a855b1fac,Emerging Technologies for Sustainable Agriculture: The Power of Humans and the Way Ahead,2024,10.1109/ACCESS.2024.3428401,IEEE Access,13
0b35e32dc00818941b4b9f0f28b78421b17d4eef,Navigating the Dynamic Heterogeneous Computing Sphere: The Role of EdgeHarbor as a Multi-edge Orchestrator,2024,10.1007/978-3-031-90203-1_6,Euro-Par Workshops,0
4771c4a016864c8ce205f7351dd8a2d114f494f4,Edge-cloud continuum driven industry 4.0,2024,10.1016/j.procs.2025.01.318,IEEE International Symposium on Multimedia,3
6f75888f289f2f1e0c521886a22df6199f30b65a,Micropatterns FSS Optimization Through Hybrid EBPSO Algorithm for C-Band Shielding Applications,2025,10.1109/LAWP.2025.3577244,IEEE Antennas and Wireless Propagation Letters,0
6f6fe5cab655bd2454a08433a99edb37ea369bf4,Versatile unsupervised design of antennas using flexible parameterization and computational intelligence methods,2024,10.1038/s41598-024-80319-z,Scientific Reports,0
a8b026cebe8b2c4840fb114f200cebfe28f1f8be,Multidirectional Pixelated Cubic Antenna with Enhanced Isolation for Vehicular Applications,2024,,,0
dd9d16802b8789f85bd63e0ec5f6143e7a1eb213,Terahertz Digital Reconfigurable Metamaterial Array for Dynamic Beamforming Applications,2024,10.23919/EuMC61614.2024.10732505,European Microwave Conference,0
52f35821864b5d4cb994d6ed76c09cf5fa28900f,Dual Circularly Polarized Bow-Tie-Shaped Stacked Yagi-Uda Antenna Arrays for Internet of Things Applications,2025,10.1109/ACCESS.2025.3543909,IEEE Access,0
b1e90178e0e815e67dd38b8ed18e503f440fb4f4,Multidirectional Pixelated Cubic Antenna with Enhanced Isolation for Vehicular Applications,2024,10.48550/arXiv.2407.14760,arXiv.org,0
138d30225110b222416a56e0725d762269a85b8d,A Trust Score Driven Zero Trust Architecture Model for Enhanced IoT Security,2025,10.1109/CACRE66141.2025.11119616,"International Conference on Automation, Control and Robotics Engineering",0
935d0499e6358eee27e420c9399f363ff57a22cc,IoTGuard: Enhancing Trust Management in IoT with Long Short-Term Memory and Multi-criteria Decision-Making Techniques,2025,10.1007/s42979-025-04149-0,SN Computer Science,0
5b6b5b7a484dbad3dd8b4abd5cf4f037987ebf34,Improving Zero Trust Architecture with Machine Learning: Automatic Threat Detection using Network Traffic Analysis,2025,10.1109/RMKMATE64874.2025.11042837,"2025 2nd International Conference on Research Methodologies in Knowledge Management, Artificial Intelligence and Telecommunication Engineering (RMKMATE)",0
a18783f5938c281e6fd92e8f4aa33e2f2d97ef57,Zero-Trust Access Control Mechanism Based on Blockchain and Inner-Product Encryption in the Internet of Things in a 6G Environment,2025,10.3390/s25020550,Italian National Conference on Sensors,7
80098a4a913f02cdf8168958d1dd5267fbf7e9d6,Analysis of Azure Zero Trust Architecture Implementation for Mid-Size Organizations,2024,10.3390/jcp5010002,Journal of Cybersecurity and Privacy,6
c29e55d4a363483ed9b3576e7ff8ed4517bcb4ec,Risk-Aware Lightweight Data Access Control for Cloud-Assisted IIoT: A Zero-Trust Approach,2024,10.1145/3672200.3673880,Proceedings of the SIGCOMM Workshop on Zero Trust Architecture for Next Generation Communications,1
5cc7ba42dc533bf768ff69815e84cf7c2a410c49,"Secure, Robust, and Energy-Efficient Authenticated Data Sharing in Drone to Vehicles Communications",2024,10.1109/EuroSPW61312.2024.00049,2024 IEEE European Symposium on Security and Privacy Workshops (EuroS&PW),0
2650512b6f43e9c37b47edc14b04b95ad44bee1f,Research on Knowledge- and Data-Driven Collaborative Gear Degradation State Prediction Model Based on KDPINN,2025,10.1109/JSEN.2025.3594067,IEEE Sensors Journal,0
8400c495ebd22ef21e9dee2f06dce90af253e0f0,Intelligent condition monitoring of gear system at variable load and variable speed using vibration data,2025,10.1177/16878132251364692,Advances in Mechanical Engineering,0
22b72a12596a65e923a8fb92fc283e3768ace55f,Enhancing Induction Motor Reliability Through Advanced Feature Selection and Diagnostic Models in Low-Load Conditions,2025,10.1109/ICAIIC64266.2025.10920696,Digital Signal Processing and Signal Processing Education Workshop,0
6a505c01b9d96f4b52446bab7a2e55358942d877,Spatio-Temporal Feature Attention Fusion for Fault Detection in Complex Industrial Processes,2024,10.1109/ISPCE-ASIA64773.2024.10756266,Asia,0
cc07a4c4464fea0c504e16277e5c342f2814810c,Advanced Data Augmentation Techniques for Enhanced Fault Diagnosis in Industrial Centrifugal Pumps,2024,10.3390/jsan13050060,J. Sens. Actuator Networks,5
afbb871ae34a36a23d0536185cf773b48f707d86,Fault Detection and Diagnosis in Electric Vehicle Systems using IoT and Machine Learning: A Support Vector Machine Approach,2024,10.52783/jes.1414,Journal of Electrical Systems,3
79c9f388ac1af8d3383f221674b6e8d812ff11f1,Transformer Core Fault Diagnosis via Current Signal Analysis with Pearson Correlation Feature Selection,2024,10.3390/electronics13050926,Electronics,13
b750efe7217d219d48a4f6f8867f2f22ffb6d646,"DIGITAL TECHNOLOGY AND POST-RURAL: RURAL RESTRUCTURING IN GUANGZHOU, CHINA",2025,10.1080/00167428.2025.2512731,Geografická revue,0
a2ea5c0f71b2371b8d45ecf82ee7cb8cd5933ac4,"Digital technology, community capacity, and farmers’ participation in rural human settlement governance",2025,10.1007/s10668-025-06112-8,"Environment, Development and Sustainability",2
2829db74ef81cc8b44450a4ffec518f995521b50,The remapping of rural digitalisation: A just-rural narrative review,2025,10.1016/j.jrurstud.2024.103499,Journal of Rural Studies,4
